Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
India,IND,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,16.8848,17.4263,16.0441,17.1071,17.9949,19.4124,21.1051,22.1268,23.2943,23.8766,25.2412,25.9393,25.8602,25.5587,25.6624,26.1607,25.3388,25.8574,26.91,29.1932,30.9691,29.2446,29.9048,30.5827,..
India,IND,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),EN.GHG.CO2.BU.MT.CE.AR5,111.2212,110.5898,115.6711,124.6502,127.2363,127.3947,128.1799,124.9524,155.8906,157.8079,161.5217,149.6887,162.8888,159.4733,167.8414,172.1585,178.0846,183.2117,190.0486,192.3432,188.6948,201.1516,208.8407,221.7591,..
India,IND,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CO2.FE.MT.CE.AR5,49.6088,48.9975,53.6632,57.0971,69.295,67.9195,74.1894,62.8523,56.3827,51.1822,55.3593,63.1227,73.6685,74.3197,78.7008,80.8822,85.0327,92.0371,94.9074,101.2619,92.2749,91.5567,121.3264,129.1678,..
India,IND,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,192.2747,193.9797,207.6702,198.4246,208.2556,232.619,260.3072,295.2585,308.1789,355.0909,397.4904,442.4592,431.0654,468.4188,499.8833,502.719,523.6354,555.0959,564.6781,548.9013,501.0288,559.3889,568.7255,619.0166,..
India,IND,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,71.4294,73.9448,79.6884,83.3818,87.6621,92.3812,97.2354,107.234,111.9993,117.8971,125.6912,140.8369,161.6084,166.6301,157.5077,165.0651,177.8354,187.5677,193.7266,198.1046,179.8434,206.3263,222.7196,237.9015,..
India,IND,Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CO2.PI.MT.CE.AR5,459.1438,471.9481,479.4057,501.5984,548.3214,561.4035,596.7301,658.4644,684.6556,758.4981,785.4702,818.9953,946.1559,962.5515,1077.4982,1055.398,1044.0481,1098.7815,1197.158,1163.7748,1057.4732,1165.7218,1265.6946,1376.9935,..
India,IND,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,95.0898,94.9184,97.7374,99.526,108.0512,115.4037,120.6481,142.9764,163.2097,178.7119,192.9189,209.2899,221.5177,226.2589,235.7472,257.7479,269.3869,291.2317,305.6906,308.4561,268.6636,295.0934,323.609,339.7606,..
India,IND,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
India,IND,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,1.24373481135769,1.20574664495018,1.20527205668329,1.15139534027509,1.15072693042704,1.11167579932655,1.09797612403706,1.11054522044326,1.14567453231195,1.16067967653566,1.13529217272499,1.14472458371351,1.18665335276565,1.1487533949212,1.15145348604328,1.07441714497399,1.01145884868727,1.00072657065269,0.993875811218095,0.945273722273829,0.915194515135066,0.91693557718207,0.916405259205707,0.904909782581756,..
India,IND,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,0.303642002312484,0.294367675657941,0.294251810981391,0.281098497349887,0.280935313604627,0.271401477668189,0.268056876553913,0.2711254612435,0.279701834999593,0.283365149715454,0.277167114233619,0.279469917156745,0.289706291722472,0.280453500064349,0.2811126928981,0.262305252083951,0.246934786473349,0.244314637578235,0.242642111977853,0.230776531414504,0.223433076362686,0.223858134470954,0.223728664096133,0.220922189992684,..
